id	url	texto
1	https://www.cnnbrasil.com.br/politica/depoimento-de-ex-assessor-de-jair-renan-bolsonaro-e-adiado/	"O depoimento do ex-assessor de Jair Renan Bolsonaro, filho mais novo do ex-presidente Jair Bolsonaro (PL), à Polícia Civil do Distrito Federal foi adiado. A apresentação espontânea seria às 14h desta sexta-feira (25), presencial, mas os investigadores acharam melhor outro dia, ainda não definido.
A Polícia Civil explicou à CNN que houve uma sondagem, mas a data será marcada com base no avançar das investigações.
Diego Pupe era assessor e trabalhava na empresa BR Eventos, que funcionava em um camarote do Estádio Mané Garrincha, em Brasília. O filho do ex-presidente era dono dessa empresa.
Renan e Diego também praticavam aulas de tiro na academia investigada pela polícia, a 357. O dono do clube de tiros era Maciel Carvalho, que foi preso na manhã de quinta-feira (24).
A empresa, porém, foi repassada para Marco Aurélio Rodrigues, que a polícia aponta como “testa de ferro” para “esconder” os verdadeiros donos.
Os investigadores do Departamento de Combate ao Crime Organizado e Corrupção (Decor) querem saber do ex-assessor a relação de amizade entre o filho do ex-presidente e o instrutor de tiros. Segundo Pupe, os três viajavam juntos.
A empresa de eventos na qual Diego Pupe trabalhava com Jair Renan também foi repassada para Marco Aurélio Alves em março deste ano, mesma pessoa que recebeu o clube de tiros. A polícia investiga ele como um “elo” de possível lavagem de dinheiro.
À CNN, o ex-assessor adiantou que responderá todas as perguntas dos investigadores, quando for intimado formalmente.

A investigação
O principal alvo da operação de ontem foi justamente Maciel Alves de Carvalho, acusado de ser o cabeça do esquema e instrutor de tiro de Jair Renan. Carvalho foi preso na operação.
A suspeita é de que ele usava o clube de tiros como fachada para a compra e venda ilegal de armas. A polícia investiga também a abertura de contas no nome dos envolvidos na operação e ainda apura qual seria o papel do “filho 04” do ex-presidente Bolsonaro no esquema.
A investigação apontou para a existência de uma associação criminosa com três eixos, apurados pela CNN. O ponto de partida são empresas no nome de Marco Aurelio Rodrigues. Ele aparece como sócio administrador da Academia de Tiro 357, com capital social de R$ 3,5 milhões, e da RB Eventos e Mídia LTDA, com capital social no valor de R$ 105 mil.
A Academia de Tiro 357 foi aberta em 2011, e repassada para Marco Aurelio em 2021. Já a empresa de eventos pertencia a Jair Renan até março de 2023, quando também foi transferida para Marco Aurelio.
O segundo eixo apurado pela CNN é que os investigadores veem Marco Aurelio como um “laranja”, para ocultar o verdadeiro proprietário das empresas de fachada.
“A investigação aponta que diversos suspeitos teriam dado vida a pessoas falsas e aberto empresas visando obter vantagem indevida financeira”, detalhou o delegado à frente do caso, Marco Aurélio Sepúlveda.
De acordo com as provas da investigação, Maciel Alves e um de seus comparsas fizeram “nascer” a falsa pessoa de Antonio Amancio Alves Mandarrari, cuja identidade falsa foi usada para abertura de conta bancária e para figurar como proprietário de pessoas jurídicas na condição de “laranja”.
De acordo com fontes da investigação, o comparsa seria Eduardo Alves, que teve mandado de prisão expedido na operação “Nexum”, mas não foi localizado e é considerado foragido.
A polícia deve ouvir outras pessoas ligadas às empresas nos próximos dias.

O que dizem os envolvidos
A defesa de Jair Renan disse que ele está surpreso com a operação, e absolutamente tranquilo com o ocorrido. O advogado de Maciel Alves informou que ainda não teve acesso aos autos, e se pronunciará depois.
A CNN tentou contato com Marco Aurelio Rodrigues por meio de telefones da Academia de Tiro 357, mas não obteve sucesso. O espaço segue aberto para manifestação da defesa."
2	https://www.cnnbrasil.com.br/economia/odebrecht-deve-mais-de-us-120-milhoes-a-colombia-por-casos-de-corrupcao-diz-governo/	"A construtora Novonor, antiga Odebrecht, ainda deve ao governo da Colômbia mais de 494 bilhões de pesos colombianos (cerca de US$ 119,6 milhões) por danos causados por um esquema de corrupção de anos envolvendo políticos de alto escalão, informou a procuradoria-geral do país na quinta-feira (17).

Procurada pela CNN, a empresa diz que, por meio dos seus advogados, “avalia o teor do anúncio realizado pela autoridade colombiana, de que pretenderia iniciar um procedimento para imputar fatos supostamente delituosos a colaboradores vinculados à empresa”, e que “análises apontam para um cenário de potencial ilegalidade de iniciativas de persecução a colaboradores” (veja nota completa abaixo).

Em dezembro de 2020, o regulador de comércio da Colômbia também emitiu multas no valor total de 295,1 bilhões de pesos (US$ 84,5 milhões na época) contra membros de um consórcio liderado pela Odebrecht por quebrar regras de concorrência.

A Odebrecht esteve no centro do maior escândalo de corrupção da América Latina desde que admitiu em 2016 ter subornado autoridades em dezenas de países.

A empresa mudou seu nome em 2020 para Novonor em uma reformulação de marca após o escândalo de corrupção.

Na Colômbia, a empresa pagou cerca de US$ 30 milhões em propinas em troca de contratos de infraestrutura, segundo investigações da procuradoria-geral da Colômbia.

Um relatório do gabinete da procuradoria disse que 19 bilhões de pesos foram recuperados de um total de 514 bilhões de pesos em danos.

A Odebrecht foi premiada com um contrato na Colômbia para a construção de uma rodovia de 528 km em 2010, um acordo de US$ 1 bilhão (cerca de R$ 1,7 bilhão na cotação da época) que ganhou com o pagamento de propinas, segundo os promotores.

Leia a íntegra do posicionamento da Novonor sobre o tema:

A companhia, por meio dos seus advogados, avalia o teor do anúncio realizado pela Fiscalía colombiana hoje, de que pretenderia iniciar um procedimento para imputar fatos supostamente delituosos a colaboradores vinculados à empresa.

Tais fatos coincidiriam com os já relatados pela companhia e pelos colaboradores em acordos e outros procedimentos de cooperação realizados desde 2016 perante autoridades de diversas jurisdições, inclusive os Estados Unidos, Brasil e Colômbia.

Por essa razão, as análises apontam para um cenário de potencial ilegalidade de iniciativas de persecução a colaboradores e de violação a compromissos de limitação do uso das provas obtidas em contexto de colaboração ou cooperação internacional.

Estão sendo avaliadas as medidas a serem tomadas para proteção dos direitos das pessoas e da companhia."
3	https://www.cnnbrasil.com.br/politica/aliados-de-bolsonaro-avaliam-que-ele-continuara-sendo-o-lider-da-direita/	"Líderes da direita no Brasil acreditam que o ex-presidente Jair Bolsonaro (PL) continuará sendo uma figura importante na política do país mesmo depois de ficar inelegível por oito anos após condenação no Tribunal Superior Eleitoral (TSE). As informações são da âncora da CNN Raquel Landim.

Eles afirmam que o ex-mandatário ainda tem um grande apoio popular e que será um cabo eleitoral valioso para qualquer candidato que ele apoie nas eleições de 2026.
Para eles, o caso da suposta venda de presentes recebidos de autoridades estrangeiras não terá grande impacto na popularidade de Bolsonaro.
A avaliação é de que um escândalo de corrupção como esse seria avassalador para qualquer político, menos para líderes populistas como Bolsonaro ou o atual presidente, Luiz Inácio Lula da Silva (PT).

A sensação da base de eleitores mais próxima de políticos populistas como eles é de que o político “é um de nós”.

Situação semelhante ocorreu com Lula nos casos do Mensalão e do Petrolão. Ele teria sido “perdoado” por sua base eleitoral mais fiel.

No caso de Bolsonaro, embora ele tenha se apresentado como antipolítico e anticorrupção, a base dele vai sempre achar uma desculpa para perdoá-lo e seguirem apoiando-o, disseram os líderes de direita."
4	https://www.cnnbrasil.com.br/politica/compra-e-venda-de-joias-e-um-caminho-classico-de-corrupcao-e-lavagem-de-dinheiro-diz-dino/	"O ministro da Justiça e Segurança Pública, Flávio Dino, usou as redes sociais nesta sexta-feira (11) para falar sobre corrupção e lavagem de dinheiro com compra e venda joias.

“Há muitos estudos que mostram que compra e venda de joias é um caminho clássico de corrupção e lavagem de dinheiro. Muitos veem como um crime “seguro”, que ficará escondido para sempre. Por isso, é essencial sempre investigar o assunto, quando há indícios de ilegalidades”, escreveu.
Nesta manhã, a Polícia Federal (PF) cumpre mandados de busca e apreensão contra o general Mauro César Cid, pai do tenente-coronel Mauro Cid, ex-ajudante de ordens de Jair Bolsonaro (PL), em Brasília.

Segundo a PF, o militar e outros integrantes do governo investigados são suspeitos de utilizar a estrutura do Estado brasileiro para desviar bens de alto valor patrimonial, entregues de presente por autoridades estrangeiras em missões oficiais a representantes do Estado brasileiro, por meio da venda desses itens em países do exterior.

A investigação apontou, até o momento, que os valores obtidos dessas vendas ilegais foram convertidos em dinheiro em espécie e ingressaram no patrimônio pessoal dos investigados. A PF diz que o dinheiro era recebido por meio de pessoas interpostas e sem usar o sistema bancário formal, com o objetivo de ocultar a origem, localização e propriedade dos valores."
5	https://www.cnnbrasil.com.br/nacional/juiz-manda-prender-delegado-que-o-denunciou-por-corrupcao-no-amazonas/	"O delegado Regis Cornelius Celeghini Silveira, titular da 65ª Delegacia Interativa de Polícia de (DIP) de Carauari, recebeu voz de prisão depois de denunciar, por crimes de corrupção, o juiz Jânio Tutomu Takeda da comarca do município. O caso aconteceu durante uma inspeção realizada na delegacia, que foi gravada pelo próprio delegado.

No vídeo divulgado em redes sociais, Regis narra a visita da equipe do judiciário. Em certo momento, ele se dirige ao juiz e diz que o denunciou ao Ministério Público do Estado do Amazonas (MPAM). Ele afirma que o magistrado seria “um dos maiores elementos de corrupção da cidade”. Na sequência, o juiz dá voz de prisão ao delegado.

O documento ao qual o delegado se refere, contendo a denúncia protocolada no MP, acusa o juiz de facilitar a entrada de um telefone em estabelecimento prisional. Segundo o relato, um preso em posse de um celular alegou ao delegado que fazia “serviços” para o juiz, na casa dele, e por isso estava com aparelho.

A denúncia também acusa o magistrado de favorecimento pessoal e facilitação de fuga de presos.

Um trecho do documento diz que “o delegado ouviu de diversas pessoas que a cidade vivia um ciclo de violência: havia muitos furtos e roubos porque havia muitos usuários de drogas, os usuários aumentavam porque o tráfico estava descontrolado e o tráfico estava fora de controle porque o juiz da cidade soltava os traficantes em troca de dinheiro.”

O denúncia prossegue: “também comenta-se que o magistrado aprisiona e retira condições mínimas de dignidade dos presos numa estratégia de criar dificuldades para vender facilidades conduzindo os presos a buscarem, em nome da preservação da própria saúde, conseguir decisões favoráveis do judiciário através de corrupção”.

Em nota, a Secretaria de Segurança Pública do Amazonas (SSP-AM) informou que uma equipe da Corregedoria-Geral do Sistema de Segurança foi enviada ao município de Carauari, nesta quinta-feira (08/02), para apurar os fatos envolvendo o delegado e o juiz da comarca."
6	https://www.conjur.com.br/2023-out-11/presidente-legislativo-rn-absolvido-crime-corrupcao/	"O Supremo Tribunal Federal absolveu, por unanimidade, o deputado estadual Ezequiel Ferreira (PSDB), presidente da Assembleia Legislativa do Rio Grande do Norte, do crime de corrupção passiva.
Segundo a denúncia oferecida pelo Ministério Público potiguar (MP-RN), o parlamentar solicitou, no segundo semestre de 2009, vantagem indevida para facilitar a aprovação de um projeto de lei sobre inspeção veicular e manutenção de veículos.

A denúncia foi remetida ao STF em outubro de 2018 porque não houve quórum no Tribunal de Justiça do Rio Grande do Norte (TJ-RN) para julgar a ação, tendo em vista que sete desembargadores se declararam suspeitos. A mudança de foro nesse caso está prevista no artigo 102, inciso I, alínea ""n"", da Constituição.

No voto em que considerou não haver provas suficientes para condenar o parlamentar, o relator da matéria, ministro Dias Toffoli, destacou que a acusação se baseia nas declarações de um colaborador e em extratos da conta-corrente de um instituto administrado por ele.

Segundo o relator, contudo, esses extratos bancários comprovam apenas saques da conta administrada pelo colaborador. ""Não há nos autos sequer indícios que liguem tais pagamentos ao réu"", afirmou ele.

Além disso, segundo o relator, não ficou demonstrada intervenção específica ou atípica do acusado para aprovação da norma, ou que ela tenha sido aprovada em desconformidade com as normas regimentais da Assembleia Legislativa. Com informações da assessoria de imprensa do STF."
7	https://www.cnnbrasil.com.br/nacional/pf-investiga-policiais-do-rs-em-esquema-de-cambio-ilegal-com-desvios-de-r-2-milhoes-agentes-sao-afastados/	"A Polícia Federal (PF) investiga policiais militares do Rio Grande do Sul suspeitos de participação em um esquema de cambistas informais na fronteira do Brasil com Santana do Livramento e Rivera, no Uruguai.

Segundo apuração da PF do estado, os cambistas investigados operavam no mercado financeiro paralelo utilizando contas bancárias de terceiros para movimentação de valores, além do registro de bens em nome de “laranjas”.

No período de 2019 a 2022, os suspeitos efetuaram aproximadamente R$ 2 milhões, relacionados à prática de evasão de divisas.

Três PMs são investigados por realizar a escolta armada dos valores para os cambistas, promover a segurança nos locais de câmbio e monitorar possíveis investigações contra os criminosos. Eles foram alvos de uma operação da Polícia Federal nesta terça-feira (20), bem como os cambistas.

A Brigada Militar do RS, que participou da operação, fez o afastamento imediato das funções exercidas dos três policiais militares suspeitos.

Foram cumpridos cinco mandados de prisão temporária contra cambistas, sete mandados de busca e apreensão nas casas dos investigados e empresas de câmbio, além de bloqueios de contas bancárias e apreensão de veículos.

As medidas são da “Operação Fora da Linha”. O nome da operação faz referência ao modo em que os cambistas e agentes públicos investigados praticavam os delitos, tendo em vista que se posicionavam exatamente na linha divisória entre o Brasil e o Uruguai, segundo o inquérito.

Os crimes investigados nesta ação são os de evasão de divisas, operação de câmbio não autorizada, corrupção e associação criminosa. Somadas, as penas para esses crimes podem chegar a 30 anos de prisão.

A CNN procurou a Brigada Militar do Rio Grande do Sul para comentar a atuação dos policiais militares, mas ainda não obteve retorno. O espaço segue aberto."
8	https://www.cnnbrasil.com.br/politica/fernando-collor-e-condenado-a-8-anos-e-10-meses-de-prisao-pelo-stf/	"O Supremo Tribunal Federal (STF) condenou, nesta quarta-feira (31), o ex-presidente e ex-senador Fernando Collor a oito anos e dez meses de prisão em regime inicial fechado pelos crimes de corrupção passiva e lavagem de dinheiro por um esquema na BR Distribuidora.

Ainda cabe recurso ao próprio STF e, por isso, Collor não será preso agora. O ex-senador também deverá pagar multa, indenização e ficar proibido de exercer funções públicas.

Em nota, o advogado de Collor, Marcelo Bessa, disse que “a defesa, reafirmando a sua convicção sobre a inocência do ex-presidente Collor, vai aguardar a publicação do acórdão para apresentar os recursos cabíveis”.

A sessão desta quarta-feira (31) foi a sétima consecutiva a analisar a ação penal contra Collor. Nela, os ministros definiram a pena a ser imposta. A Corte já havia decidido pela condenação na semana passada.

A maioria dos ministros entendeu ter ficado comprovado que Collor recebeu R$ 20 milhões de propina entre 2010 e 2014 para facilitar a construção de obras da UTC Engenharia na BR Distribuidora usando sua influência política como senador. Os valores passaram por lavagem para ocultar sua origem ilícita.

Oito ministros votaram pela condenação do ex-senador: o relator, Edson Fachin, e os ministros Roberto Barroso, Luiz Fux, Cármen Lúcia, André Mendonça, Dias Toffoli, Alexandre de Moraes e Rosa Weber.

Os ministros Nunes Marques e Gilmar Mendes votaram pela absolvição. Por uma decisão do STF da última quinta-feira (25), os magistrados que absolveram o réu puderam votar nas propostas de pena.

Penas

Além da prisão, Collor foi condenado a:

    Pagar 90 dias-multa;
    pagar R$ 20 milhões de indenização por danos morais (em conjunto com os outros dois condenados);
    ficar proibido de exercer cargo ou função pública “pelo dobro do tempo da pena privativa de liberdade aplicada”.

Cada dia-multa equivale a cinco salários-mínimos na época dos últimos fatos criminosos (2014), corrigido pela inflação.

A resolução final da pena acabou encampando a proposta inicialmente feita pelo ministro Alexandre de Moraes, que a Corte entendeu ser a dosimetria média.

Entretanto, o relator, Edson Fachin, havia proposto inicialmente uma pena de 33 anos, dez meses e dez dias de reclusão em regime inicial fechado.

As outras propostas de penas foram:

     Alexandre de Moraes e Luiz Fux: oito anos e dez meses de prisão;
     André Mendonça, Nunes Marques, Dias Toffoli e Gilmar Mendes: oito anos e seis meses de prisão;
     Roberto Barroso, Cármen Lúcia e Rosa Weber: 15 anos e quatro meses de prisão.

O debate sobre as penas consumiu toda a sessão desta quarta-feira (31). Para o cálculo, foram levados em conta os crimes pelos quais houve condenação. Dos oito ministros que votaram pela condenação, quatro converteram a acusação de organização criminosa em associação criminosa, cuja pena é menor.

Os outros quatro mantiveram a condenação por organização criminosa. O empate favoreceu o enquadramento no crime de pena mais branda.

Ocorre que houve prescrição para esse delito de associação criminosa (ou seja, quando o Estado não pode mais condenar alguém por algum crime). Collor tem mais de 70 anos e, por isso, os prazos prescricionais correm pela metade.

Na prática, os ministros propuseram penas para cada crime pelo qual Collor foi condenado, corrupção passiva, lavagem de dinheiro e associação criminosa, mas desconsideraram as atribuídas a este último delito, em razão da prescrição.

Além de Collor, também foram condenados no julgamento Pedro Paulo Bergamaschi de Leoni Ramos, apontado como operador particular e amigo de Collor, e Luis Pereira Duarte de Amorim, apontado como diretor financeiro das empresas do ex-senador.

Bergamaschi foi condenado a uma pena de quatro anos e um mês de prisão em regime inicial semi-aberto e pagamento de 30 dias-multa. Amorim foi condenado a uma pena de três anos de prisão em regime inicial aberto e dez dias-multa.

Para Amorim, o STF autorizou a substituição pena de prisão por restritiva de direitos. No caso dele, a limitação de final de semana (comparecimento em casa de albergado por períodos nos sábados e domingos) e prestação de serviço à comunidade.
Condenações

Quatro ministros entenderam que Collor deveria ser condenado pelos crimes de corrupção passiva, lavagem de dinheiro e organização criminosa: Edson Fachin, Roberto Barroso, Luiz Fux e Cármen Lúcia.

O ministro André Mendonça entendeu que não houve crime de integração de organização criminosa, mas de associação criminosa, cuja pena é menor. Ele concordou quanto à condenação por corrupção passiva e lavagem de dinheiro. Essa posição foi seguida por Dias Toffoli, Alexandre de Moraes e Rosa Weber.

Inicialmente, Moraes havia seguido integralmente o relator, votando pela condenação aos crimes de corrupção passiva, lavagem de dinheiro e organização criminosa. Na sessão de quinta-feira (25), ele mudou o voto, para enquadrar o crime de associação criminosa, no lugar de organização criminosa.

O magistrado entendeu que não caberia, no caso, o enquadramento de organização criminosa, pois os fatos analisados não atendem aos requisitos estabelecidos em lei. “A conduta dos três denunciados amolda-se ao tipo penal do artigo 288 do Código Penal: Associarem-se três ou mais pessoas, para o fim específico de cometer crimes”, afirmou.

Nunes Marques votou pela absolvição para todos os crimes. O ministro entendeu que não foi possível comprovar os fatos imputados pela acusação. Esse entendimento foi acompanhado por Gilmar Mendes.
Entenda o caso

O caso que foi julgado é uma ação em que a Procuradoria-Geral da República (PGR) acusou Collor de recebimento de propinas em contratos da BR Distribuidora, antiga subsidiária da Petrobras na venda de combustíveis. As investigações começaram na Operação Lava Jato.

Os crimes imputados ocorreram entre 2010 e 2014. A PGR acusou o ex-presidente e seu grupo de terem recebido R$ 30 milhões em propina. De acordo com a denúncia, a suposta organização a que Collor pertenceu teria recebido vantagens indevidas em contratos da BR Distribuidora em um suposto esquema que envolveria a influência do então senador para indicações estratégicas na empresa.

A denúncia foi apresentada em 2015 pela PGR e aceita em 2017 pela 2ª Turma do STF.
Votos

Conforme o relator da ação, ministro Edson Fachin, os fatos criminosos se deram por meio da constituição de um grupo organizado “destinado à prática de crimes no âmbito da BR Distribuidora por meio dos quais auferiram vantagem indevida de natureza pecuniária”.

“Em minuciosa análise dos dados obtidos por quebra de sigilo bancário dos acusados, os peritos da Polícia Federal lograram reproduzir o caminho perseguido pelos valores depositados em espécie nas contas correntes de ambas as empresas e demonstrando que o destinatário de tais recursos era o acusado então senador, tendo as pessoas jurídicas utilizadas para dar aparência de licitude ao produto do delito anterior”, afirmou o relator.

Em seu voto, Fachin disse que, para garantir o distanciamento dos atos que levaram à obtenção das vantagens indevidas, Collor “contou com a participação do acusado Pedro Paulo Bergamaschi de Leoni Ramos, o qual era responsável por aproximar diretores da BR Distribuidora S/A e representantes das sociedades empresárias dispostas ao pagamento de propina, bem como arrecadar os recursos devidos em favor do grupo”.

“Nessa tarefa, e no exclusivo interesse do senador da República Fernando Affonso Collor de Mello, atuou também o acusado Luis Pereira Duarte de Amorim, a quem cabia o efetivo recebimento das parcelas de vantagens indevidas destinadas ao primeiro, executando ainda os atos materiais voltados à ocultação da origem dos recursos e disponibilização para posterior utilização como se lícitos fossem”.

Ainda segundo o relator, as provas trazidas pela acusação confirmam que Collor exercia um controle sobre a presidência e diretorias da BR Distribuidora. Foram apreendidos documentos na casa do ex-senador e no escritório do doleiro Alberto Youssef, além de trocas de mensagens e de e-mails.

A influência de Collor teria viabilizado, de acordo com Fachin, a assinatura de quatro contratos da construtora UTC com a BR Distribuidora para a construção de bases de combustíveis pelas quais o ex-senador teria recebido as propinas.
Divergências

Primeiro a divergir e votar pela absolvição, o ministro Nunes Marques entendeu que as acusações se basearam em delações premiadas e que a PGR não trouxe provas suficientes para confirmar as imputações.

“Não há como se considerar comprovada tese acusatória de que teria havido na espécie a sustentada negociação de venda de apoio político para indicação e manutenção de dirigentes na BR Distribuidora, tampouco que a suposta negociação tivesse por finalidade viabilizar prática de desvio de dinheiro público”, afirmou. “Inexiste lastro probatório suficiente para comprovação de que quatro contratos da BR Distribuidora e UTC tenham se concretizado conforme acusação”.

Outro a votar pela absolvição foi Gilmar Mendes. Em seu voto, ele fez diversas críticas às acusações contra Collor, por terem partido de delação premiada do doleiro Alberto Youssef. O ministro também criticou a operação Lava Jato e seus ex-integrantes, como o senador e ex-juiz Sergio Moro (União-PR) e o deputado cassado Deltan Dallagnol (Pode-PR).
O que acontece agora?

Collor não será preso imediatamente, mesmo com a condenação. Isso porque ainda cabem recursos da decisão ao próprio STF.

Só quando a condenação se tornar definitiva (o chamado trânsito em julgado), ou seja, quando não couber mais recursos, é que ele terá que começar a cumprir a pena.

Mesmo sendo ex-presidente e ex-senador, Collor deverá cumprir pena em uma cela comum, conforme a legislação.

O Código do Processo Penal estabelece a possibilidade de ficar preso em cela especial a determinadas autoridades, como ministro de Estado, membros do Parlamento e magistrados, mas só em caso de prisão provisória (aquela antes de uma condenação definitiva).

Para o advogado criminalista André Kehdi, sócio do Kehdi Vieira Advogados, em caso de condenação definitiva no STF, Collor vai para prisão comum. “A garantia de prisão especial (que é sempre cautelar) para ex-presidentes é uma construção interpretativa, pois não está expressa na lei”.

Em regra, a execução da pena deve se dar no local mais próximo da residência do condenado.

O advogado criminalista Berlinque Cantelmo, sócio do Cantelmo Advogados Associados, disse que há possibilidade de Collor ter direito à prisão especial se houver uma interpretação da lei de acordo com princípios da proporcionalidade e razoabilidade.

“Considerando que qualquer cidadão que tenha ocupado cargo máximo na estrutura hierárquica da República tem essa prerrogativa, incluindo nessa perspectiva ex-membros do Parlamento, o que é o caso de Collor”, afirmou.

Cantelmo também entende que, por isonomia, o direito à prisão especial poderia ser estendido à execução definitiva de pena.

A princípio, Collor não terá direito a pedir para cumprir a pena em casa. A regra da prisão domiciliar não é admitida em condenações a regime fechado. Também é preciso comprovar determinados requisitos para ter acesso a esse direito, como ter mais de 80 anos ou estar “debilitado por motivo de doença grave”.
O que dizem as defesas

Os advogados dos condenados se manifestaram na sessão de 11 de maio, quando ainda eram réus, e pediram a absolvição do trio. Eles argumentaram que havia falta de provas para sustentar as acusações.

Defendendo Collor, o advogado Marcelo Luiz Avila Bessa disse que a PGR não apresentou prova de que o político tenha feito indicações sob suspeita.

“O presidencialismo de coalização, muitas vezes, faz com que as forças políticas queiram participar da indicação na administração pública, e isso não constitui ilícito algum, constitui mera prática da política como entendemos”, disse.

Bessa também afirmou que a ação não poderia levar à condenação do ex-presidente porque não houve “nenhum esforço probatório” por parte do Ministério Público, “e não poderia haver mesmo, porque os fatos apontados não ocorreram de forma como indicado na denúncia”.

“A questão que me parece mais relevante é que não se pode falar de organização criminosa se os tais crimes, que o Ministério Público insiste dizer que ocorreram, não ocorreram. Se esses tais crimes que o Ministério Público insiste em dizer que houve, mas não produzem prova necessária, é porque efetivamente esses crimes não ocorreram”, disse.

O advogado José Eduardo Alckmin, responsável pela defesa de Pedro Paulo Bergamaschi, disse que as condutas imputadas ao cliente foram construídas por “dedução” e “um tanto quanto construída na base de impressões, ilações”.

“Agora, era necessário ter essa prova de que esses valores que ele recebeu eram efetivamente destinados a pagamento de uma propina, e os elementos colhidos na instrução não permitem essa conclusão”, declarou. “[São] delações premiadas, as pessoas dizem que simplesmente ouviram dizer. Prova de ouvir dizer não é prova. Quem ouviu dizer não é testemunha, não tem conhecimento do fato.”

Já o advogado Milton Gonçalves Pereira, na defesa de Luís Pereira Duarte de Amorim, disse que ele é inocente, “um homem simples que não tem atividade político-partidária, que não transita nos círculos de poder, que jamais exerceu mandato político, tampouco teve qualquer tipo de designação para que mantivesse reuniões com parlamentares, servidores da BR Distribuidora, jamais teve qualquer contato com empreiteiros de construtoras”.

“Era dever do Ministério Público demonstrar, sem sombra de dúvida, que Amorim tinha ciência e consciência dessa suposta solicitação de vantagem indevida. Como condená-lo sem que tenha prova cabal e inequívoca?”."
9	https://www.cnnbrasil.com.br/internacional/ex-presidente-sarkozy-e-condenado-por-corrupcao-e-tera-que-usar-tornozeleira-eletronica-na-franca/	"O ex-presidente francês Nicolas Sarkozy perdeu seu recurso contra uma condenação de 2021 por corrupção e tráfico de influência no Tribunal de Apelações de Paris nesta quarta-feira (17).

O tribunal de apelações manteve a sentença de três anos de prisão. No entanto, de acordo com a decisão inicial, dois desses anos foram suspensos e Sarkozy usaria uma pulseira eletrônica em vez de ir para a prisão pelo ano restante.
A advogada do ex-presidente disse que ele não cometeu nenhum delito e descreveu a decisão como “estupefaciente”.
“Nicolas Sarkozy é inocente das acusações”, disse a advogada de defesa Jacqueline Laffont. “Não vamos desistir dessa luta”.

Sarkozy, 68, um conservador que cumpriu um mandato como presidente francês de 2007 a 2012, levará sua batalha legal à mais alta corte da França, a Cour de Cassation, disse Laffont.

A Cour de Cassation analisa decisões de tribunais inferiores com base em erros legais ou processuais, mas não em aspectos factuais.

Um tribunal inferior em 2021 considerou Sarkozy culpado de tentar subornar um juiz após deixar o cargo e de vender influência em troca de informações confidenciais sobre uma investigação sobre as finanças de sua campanha de 2007.
Escutas telefônicas

Conhecido na França como o “caso das escutas telefônicas”, ele está indiretamente ligado a uma suspeita de financiamento ilegal de campanha antes das eleições de 2007.

Em 2013, investigadores que analisavam os fluxos de dinheiro da Líbia grampearam duas linhas telefônicas de Sarkozy e descobriram uma linha secreta usada pelo ex-presidente e seu advogado, Thierry Herzog.

Foi descoberto que Sarkozy conspirou para garantir um excelente emprego em Mônaco para um juiz, Gilbert Azibert, em troca de informações privilegiadas sobre uma investigação sobre alegações de que ele havia aceitado pagamentos ilegais da herdeira da L’Oreal, Liliane Bettencourt – outro episódio decorrente de sua decisão de 2007 finanças da campanha presidencial.

O único outro presidente durante a Quinta República da França, de 64 anos, a ser condenado por um tribunal foi o antecessor conservador de Sarkozy, o falecido Jacques Chirac, considerado culpado de corrupção em 2011."
10	https://www.cnnbrasil.com.br/internacional/presidente-da-suprema-corte-da-ucrania-e-detido-em-operacao-anticorrupcao/	"O presidente da Suprema Corte da Ucrânia foi detido por um suposto esquema de suborno, informou nesta terça-feira (16) um procurador da Procuradoria Especializada Anticorrupção (SAPO).

O promotor não deu o nome do detido, mas afirmou que ele era o líder da Suprema Corte e ainda não havia recebido um “aviso de suspeita” formal.

A Suprema Corte é chefiada por Vsevolod Kniaziev, que não foi encontrado para comentar o caso.

A Agência Nacional Anticorrupção da Ucrânia (NABU) e o SAPO anunciaram na segunda-feira (15) que “expuseram a corrupção em grande escala” no tribunal, tendo partilhado uma fotografia de pilhas de dólares cuidadosamente alinhadas num sofá.

“Você vê que estamos mostrando através de casos reais, ações reais, qual é a nossa prioridade: é a corrupção máxima, é a organização criminosa nos mais altos níveis de poder”, disse o diretor da NABU, Semen Kryvonos."
